batter,pitcher,stand,p_throws,events,description,player_AVG,player_OBP,player_SLG,player_PA
680776,681676,L,R,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,681676,L,R,,foul,0.285,0.342,0.492,735
680776,681676,L,R,,ball,0.285,0.342,0.492,735
680776,681676,L,R,,called_strike,0.285,0.342,0.492,735
680776,688297,L,R,triple,hit_into_play,0.285,0.342,0.492,735
680776,681676,L,R,,called_strike,0.285,0.342,0.492,735
680776,688297,L,R,,ball,0.285,0.342,0.492,735
680776,688297,L,R,,foul,0.285,0.342,0.492,735
680776,669461,L,L,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,688297,L,R,,called_strike,0.285,0.342,0.492,735
680776,688297,L,R,,ball,0.285,0.342,0.492,735
680776,669461,L,L,,called_strike,0.285,0.342,0.492,735
680776,669461,L,L,,foul,0.285,0.342,0.492,735
680776,669461,L,L,,ball,0.285,0.342,0.492,735
680776,571945,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,571945,L,R,,ball,0.285,0.342,0.492,735
680776,571945,L,R,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,571945,L,R,,foul,0.285,0.342,0.492,735
680776,571945,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,668941,L,L,single,hit_into_play,0.285,0.342,0.492,735
680776,668941,L,L,,ball,0.285,0.342,0.492,735
680776,668941,L,L,,called_strike,0.285,0.342,0.492,735
680776,571945,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,571945,L,R,,ball,0.285,0.342,0.492,735
680776,571945,L,R,,called_strike,0.285,0.342,0.492,735
680776,502043,L,R,single,hit_into_play,0.285,0.342,0.492,735
680776,502043,L,R,,ball,0.285,0.342,0.492,735
680776,502043,L,R,,called_strike,0.285,0.342,0.492,735
680776,502043,L,R,,ball,0.285,0.342,0.492,735
680776,502043,L,R,walk,blocked_ball,0.285,0.342,0.492,735
680776,502043,L,R,,ball,0.285,0.342,0.492,735
680776,502043,L,R,,ball,0.285,0.342,0.492,735
680776,502043,L,R,,ball,0.285,0.342,0.492,735
680776,502043,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,667463,L,L,field_out,hit_into_play,0.285,0.342,0.492,735
680776,502043,L,R,walk,ball,0.285,0.342,0.492,735
680776,502043,L,R,,ball,0.285,0.342,0.492,735
680776,667463,L,L,,called_strike,0.285,0.342,0.492,735
680776,502043,L,R,,ball,0.285,0.342,0.492,735
680776,668941,L,L,field_out,hit_into_play,0.285,0.342,0.492,735
680776,667463,L,L,,ball,0.285,0.342,0.492,735
680776,667463,L,L,,ball,0.285,0.342,0.492,735
680776,668941,L,L,,called_strike,0.285,0.342,0.492,735
680776,502043,L,R,,ball,0.285,0.342,0.492,735
680776,641793,L,R,double,hit_into_play,0.285,0.342,0.492,735
680776,641793,L,R,,ball,0.285,0.342,0.492,735
680776,641793,L,R,double,hit_into_play,0.285,0.342,0.492,735
680776,641793,L,R,,foul,0.285,0.342,0.492,735
680776,641793,L,R,,ball,0.285,0.342,0.492,735
680776,641793,L,R,,ball,0.285,0.342,0.492,735
680776,641793,L,R,,foul,0.285,0.342,0.492,735
680776,641793,L,R,,foul,0.285,0.342,0.492,735
680776,641793,L,R,,ball,0.285,0.342,0.492,735
680776,641793,L,R,,called_strike,0.285,0.342,0.492,735
680776,687330,L,R,home_run,hit_into_play,0.285,0.342,0.492,735
680776,687330,L,R,,ball,0.285,0.342,0.492,735
680776,592094,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,592094,L,R,,ball,0.285,0.342,0.492,735
680776,592094,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,641793,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,592094,L,R,,called_strike,0.285,0.342,0.492,735
680776,641793,L,R,,called_strike,0.285,0.342,0.492,735
680776,671737,L,R,hit_by_pitch,hit_by_pitch,0.285,0.342,0.492,735
680776,671737,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,671737,L,R,,ball,0.285,0.342,0.492,735
680776,542888,L,R,double,hit_into_play,0.285,0.342,0.492,735
680776,542888,L,R,,ball,0.285,0.342,0.492,735
680776,542888,L,R,,called_strike,0.285,0.342,0.492,735
680776,542888,L,R,,ball,0.285,0.342,0.492,735
680776,542888,L,R,,ball,0.285,0.342,0.492,735
680776,671737,L,R,double,hit_into_play,0.285,0.342,0.492,735
680776,671737,L,R,,ball,0.285,0.342,0.492,735
680776,671737,L,R,,foul,0.285,0.342,0.492,735
680776,650644,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,650644,L,R,,foul,0.285,0.342,0.492,735
680776,650644,L,R,,called_strike,0.285,0.342,0.492,735
680776,650644,L,R,strikeout,called_strike,0.285,0.342,0.492,735
680776,650644,L,R,,foul,0.285,0.342,0.492,735
680776,650644,L,R,,called_strike,0.285,0.342,0.492,735
680776,650644,L,R,,ball,0.285,0.342,0.492,735
680776,650644,L,R,,foul,0.285,0.342,0.492,735
680776,650644,L,R,,ball,0.285,0.342,0.492,735
680776,664076,L,L,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,664076,L,L,,foul,0.285,0.342,0.492,735
680776,664076,L,L,,foul,0.285,0.342,0.492,735
680776,664076,L,L,,foul,0.285,0.342,0.492,735
680776,664076,L,L,,ball,0.285,0.342,0.492,735
680776,664076,L,L,,foul,0.285,0.342,0.492,735
680776,655889,L,R,walk,ball,0.285,0.342,0.492,735
680776,655889,L,R,,called_strike,0.285,0.342,0.492,735
680776,664076,L,L,,called_strike,0.285,0.342,0.492,735
680776,650644,L,R,strikeout,called_strike,0.285,0.342,0.492,735
680776,655889,L,R,,ball,0.285,0.342,0.492,735
680776,650644,L,R,,foul,0.285,0.342,0.492,735
680776,655889,L,R,,blocked_ball,0.285,0.342,0.492,735
680776,655889,L,R,,ball,0.285,0.342,0.492,735
680776,650644,L,R,,ball,0.285,0.342,0.492,735
680776,650644,L,R,,foul,0.285,0.342,0.492,735
680776,621107,L,R,single,hit_into_play,0.285,0.342,0.492,735
680776,621107,L,R,,called_strike,0.285,0.342,0.492,735
680776,621107,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,621107,L,R,,foul,0.285,0.342,0.492,735
680776,621107,L,R,,ball,0.285,0.342,0.492,735
680776,621107,L,R,,foul,0.285,0.342,0.492,735
680776,621107,L,R,,ball,0.285,0.342,0.492,735
680776,621107,L,R,,called_strike,0.285,0.342,0.492,735
680776,621107,L,R,,foul,0.285,0.342,0.492,735
680776,621107,L,R,,ball,0.285,0.342,0.492,735
680776,621107,L,R,strikeout,called_strike,0.285,0.342,0.492,735
680776,621107,L,R,,ball,0.285,0.342,0.492,735
680776,621107,L,R,,foul,0.285,0.342,0.492,735
680776,621107,L,R,,called_strike,0.285,0.342,0.492,735
680776,621107,L,R,,ball,0.285,0.342,0.492,735
680776,669022,L,L,field_out,hit_into_play,0.285,0.342,0.492,735
680776,669022,L,L,,ball,0.285,0.342,0.492,735
680776,669022,L,L,field_out,hit_into_play,0.285,0.342,0.492,735
680776,669022,L,L,,swinging_strike,0.285,0.342,0.492,735
680776,669022,L,L,,ball,0.285,0.342,0.492,735
680776,669022,L,L,,called_strike,0.285,0.342,0.492,735
680776,669022,L,L,force_out,hit_into_play,0.285,0.342,0.492,735
680776,663623,L,R,double,hit_into_play,0.285,0.342,0.492,735
680776,663623,L,R,,ball,0.285,0.342,0.492,735
680776,663623,L,R,,ball,0.285,0.342,0.492,735
680776,663623,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,663623,L,R,,ball,0.285,0.342,0.492,735
680776,663623,L,R,,ball,0.285,0.342,0.492,735
680776,663623,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,663623,L,R,,foul,0.285,0.342,0.492,735
680776,663623,L,R,,ball,0.285,0.342,0.492,735
680776,663623,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,663623,L,R,,foul,0.285,0.342,0.492,735
680776,663623,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,663623,L,R,,foul_tip,0.285,0.342,0.492,735
680776,571578,L,L,single,hit_into_play,0.285,0.342,0.492,735
680776,571578,L,L,,called_strike,0.285,0.342,0.492,735
680776,571578,L,L,,ball,0.285,0.342,0.492,735
680776,571578,L,L,field_out,hit_into_play,0.285,0.342,0.492,735
680776,571578,L,L,,ball,0.285,0.342,0.492,735
680776,571578,L,L,,foul_tip,0.285,0.342,0.492,735
680776,571578,L,L,,called_strike,0.285,0.342,0.492,735
680776,571578,L,L,,ball,0.285,0.342,0.492,735
680776,606930,L,R,strikeout,foul_tip,0.285,0.342,0.492,735
680776,606930,L,R,,blocked_ball,0.285,0.342,0.492,735
680776,606930,L,R,,foul,0.285,0.342,0.492,735
680776,606930,L,R,,blocked_ball,0.285,0.342,0.492,735
680776,606930,L,R,,called_strike,0.285,0.342,0.492,735
680776,676395,L,L,strikeout,called_strike,0.285,0.342,0.492,735
680776,606930,L,R,,called_strike,0.285,0.342,0.492,735
680776,676395,L,L,,ball,0.285,0.342,0.492,735
680776,676395,L,L,,foul,0.285,0.342,0.492,735
680776,676395,L,L,,foul,0.285,0.342,0.492,735
680776,571578,L,L,field_out,hit_into_play,0.285,0.342,0.492,735
680776,676395,L,L,,called_strike,0.285,0.342,0.492,735
680776,571578,L,L,,called_strike,0.285,0.342,0.492,735
680776,676395,L,L,,called_strike,0.285,0.342,0.492,735
680776,519242,L,L,single,hit_into_play,0.285,0.342,0.492,735
680776,519242,L,L,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,519242,L,L,,called_strike,0.285,0.342,0.492,735
680776,519242,L,L,,swinging_strike,0.285,0.342,0.492,735
680776,669276,L,L,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,669276,L,L,,swinging_strike,0.285,0.342,0.492,735
680776,669276,L,L,,called_strike,0.285,0.342,0.492,735
680776,519242,L,L,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,519242,L,L,,swinging_strike,0.285,0.342,0.492,735
680776,519242,L,L,,called_strike,0.285,0.342,0.492,735
680776,625643,L,R,triple,hit_into_play,0.285,0.342,0.492,735
680776,625643,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,625643,L,R,,ball,0.285,0.342,0.492,735
680776,641729,L,R,field_error,hit_into_play,0.285,0.342,0.492,735
680776,641729,L,R,,ball,0.285,0.342,0.492,735
680776,607481,L,L,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,641729,L,R,,ball,0.285,0.342,0.492,735
680776,607481,L,L,,foul,0.285,0.342,0.492,735
680776,607481,L,L,,foul,0.285,0.342,0.492,735
680776,625643,L,R,double,hit_into_play,0.285,0.342,0.492,735
680776,607481,L,L,,ball,0.285,0.342,0.492,735
680776,607481,L,L,,called_strike,0.285,0.342,0.492,735
680776,625643,L,R,,foul,0.285,0.342,0.492,735
680776,625643,L,R,,ball,0.285,0.342,0.492,735
680776,607481,L,L,,ball,0.285,0.342,0.492,735
680776,625643,L,R,,ball,0.285,0.342,0.492,735
680776,625643,L,R,,called_strike,0.285,0.342,0.492,735
680776,657746,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,657746,L,R,,ball,0.285,0.342,0.492,735
680776,657746,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,657746,L,R,,ball,0.285,0.342,0.492,735
680776,657746,L,R,double,hit_into_play,0.285,0.342,0.492,735
680776,657746,L,R,,foul,0.285,0.342,0.492,735
680776,657746,L,R,,ball,0.285,0.342,0.492,735
680776,681892,L,L,field_out,hit_into_play,0.285,0.342,0.492,735
680776,681892,L,L,,ball,0.285,0.342,0.492,735
680776,681892,L,L,,called_strike,0.285,0.342,0.492,735
680776,543351,L,R,triple,hit_into_play,0.285,0.342,0.492,735
680776,543351,L,R,,called_strike,0.285,0.342,0.492,735
680776,657746,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,641154,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,641154,L,R,walk,ball,0.285,0.342,0.492,735
680776,641154,L,R,,ball,0.285,0.342,0.492,735
680776,641154,L,R,,ball,0.285,0.342,0.492,735
680776,641154,L,R,,ball,0.285,0.342,0.492,735
680776,641154,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,641154,L,R,,ball,0.285,0.342,0.492,735
680776,663978,L,R,strikeout,called_strike,0.285,0.342,0.492,735
680776,663978,L,R,,ball,0.285,0.342,0.492,735
680776,663978,L,R,,foul,0.285,0.342,0.492,735
680776,663978,L,R,,foul,0.285,0.342,0.492,735
680776,663978,L,R,,ball,0.285,0.342,0.492,735
680776,663978,L,R,,foul,0.285,0.342,0.492,735
680776,663978,L,R,,called_strike,0.285,0.342,0.492,735
680776,663978,L,R,,ball,0.285,0.342,0.492,735
680776,663978,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,663978,L,R,,ball,0.285,0.342,0.492,735
680776,663978,L,R,,foul,0.285,0.342,0.492,735
680776,663978,L,R,,ball,0.285,0.342,0.492,735
680776,663485,L,R,single,hit_into_play,0.285,0.342,0.492,735
680776,663485,L,R,,ball,0.285,0.342,0.492,735
680776,663485,L,R,,foul,0.285,0.342,0.492,735
680776,663485,L,R,,ball,0.285,0.342,0.492,735
680776,663978,L,R,field_error,hit_into_play,0.285,0.342,0.492,735
680776,663978,L,R,,ball,0.285,0.342,0.492,735
680776,663978,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,663978,L,R,,ball,0.285,0.342,0.492,735
680776,663978,L,R,,called_strike,0.285,0.342,0.492,735
680776,690986,L,L,field_out,hit_into_play,0.285,0.342,0.492,735
680776,690986,L,L,,foul,0.285,0.342,0.492,735
680776,690986,L,L,,swinging_strike,0.285,0.342,0.492,735
680776,690986,L,L,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,690986,L,L,,ball,0.285,0.342,0.492,735
680776,690986,L,L,,called_strike,0.285,0.342,0.492,735
680776,690986,L,L,,called_strike,0.285,0.342,0.492,735
680776,669062,L,L,field_out,hit_into_play,0.285,0.342,0.492,735
680776,669062,L,L,,ball,0.285,0.342,0.492,735
680776,669062,L,L,,ball,0.285,0.342,0.492,735
680776,669062,L,L,,swinging_strike,0.285,0.342,0.492,735
680776,669062,L,L,,called_strike,0.285,0.342,0.492,735
680776,690986,L,L,field_out,hit_into_play,0.285,0.342,0.492,735
680776,690986,L,L,,foul,0.285,0.342,0.492,735
680776,690986,L,L,,called_strike,0.285,0.342,0.492,735
680776,690986,L,L,,ball,0.285,0.342,0.492,735
680776,641726,L,R,triple,hit_into_play,0.285,0.342,0.492,735
680776,641726,L,R,,ball,0.285,0.342,0.492,735
680776,641726,L,R,,ball,0.285,0.342,0.492,735
680776,641726,L,R,,called_strike,0.285,0.342,0.492,735
680776,641726,L,R,walk,ball,0.285,0.342,0.492,735
680776,641726,L,R,,called_strike,0.285,0.342,0.492,735
680776,669952,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,641726,L,R,,ball,0.285,0.342,0.492,735
680776,669952,L,R,,called_strike,0.285,0.342,0.492,735
680776,641726,L,R,,ball,0.285,0.342,0.492,735
680776,641726,L,R,,ball,0.285,0.342,0.492,735
680776,592426,L,R,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,592426,L,R,,foul,0.285,0.342,0.492,735
680776,592426,L,R,,ball,0.285,0.342,0.492,735
680776,592426,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,592426,L,R,,called_strike,0.285,0.342,0.492,735
680776,669062,L,L,walk,blocked_ball,0.285,0.342,0.492,735
680776,669062,L,L,,foul,0.285,0.342,0.492,735
680776,669062,L,L,,foul,0.285,0.342,0.492,735
680776,669062,L,L,,foul,0.285,0.342,0.492,735
680776,669062,L,L,,ball,0.285,0.342,0.492,735
680776,669062,L,L,,swinging_strike,0.285,0.342,0.492,735
680776,669062,L,L,,called_strike,0.285,0.342,0.492,735
680776,669062,L,L,,ball,0.285,0.342,0.492,735
680776,669062,L,L,,ball,0.285,0.342,0.492,735
680776,657277,L,R,single,hit_into_play,0.285,0.342,0.492,735
680776,657277,L,R,,called_strike,0.285,0.342,0.492,735
680776,657277,L,R,single,hit_into_play,0.285,0.342,0.492,735
680776,657277,L,R,,ball,0.285,0.342,0.492,735
680776,657277,L,R,,called_strike,0.285,0.342,0.492,735
680776,657277,L,R,,ball,0.285,0.342,0.492,735
680776,694738,L,R,walk,ball,0.285,0.342,0.492,735
680776,694738,L,R,,called_strike,0.285,0.342,0.492,735
680776,694738,L,R,,ball,0.285,0.342,0.492,735
680776,694738,L,R,,ball,0.285,0.342,0.492,735
680776,694738,L,R,,ball,0.285,0.342,0.492,735
680776,663546,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,663546,L,R,,ball,0.285,0.342,0.492,735
680776,663546,L,R,,ball,0.285,0.342,0.492,735
680776,657277,L,R,single,hit_into_play,0.285,0.342,0.492,735
680776,657277,L,R,,called_strike,0.285,0.342,0.492,735
680776,657277,L,R,,ball,0.285,0.342,0.492,735
680776,669713,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,669713,L,R,,called_strike,0.285,0.342,0.492,735
680776,669713,L,R,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,669713,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,669713,L,R,,ball,0.285,0.342,0.492,735
680776,669713,L,R,,called_strike,0.285,0.342,0.492,735
680776,622075,L,R,triple,hit_into_play,0.285,0.342,0.492,735
680776,622075,L,R,,ball,0.285,0.342,0.492,735
680776,643410,L,R,walk,ball,0.285,0.342,0.492,735
680776,643410,L,R,,ball,0.285,0.342,0.492,735
680776,643410,L,R,,foul,0.285,0.342,0.492,735
680776,643410,L,R,,ball,0.285,0.342,0.492,735
680776,643410,L,R,,ball,0.285,0.342,0.492,735
680776,643410,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,669713,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,643410,L,R,,called_strike,0.285,0.342,0.492,735
680776,605155,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,605155,L,R,,ball,0.285,0.342,0.492,735
680776,605155,L,R,,ball,0.285,0.342,0.492,735
680776,605155,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,676962,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,605155,L,R,,ball,0.285,0.342,0.492,735
680776,605155,L,R,,foul,0.285,0.342,0.492,735
680776,670223,L,R,single,hit_into_play,0.285,0.342,0.492,735
680776,676962,L,R,,foul_tip,0.285,0.342,0.492,735
680776,670223,L,R,,called_strike,0.285,0.342,0.492,735
680776,605155,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,605155,L,R,,called_strike,0.285,0.342,0.492,735
680776,681432,L,L,walk,ball,0.285,0.342,0.492,735
680776,681432,L,L,,ball,0.285,0.342,0.492,735
680776,605155,L,R,,ball,0.285,0.342,0.492,735
680776,605155,L,R,,ball,0.285,0.342,0.492,735
680776,681432,L,L,,blocked_ball,0.285,0.342,0.492,735
680776,676962,L,R,double,hit_into_play,0.285,0.342,0.492,735
680776,681432,L,L,,called_strike,0.285,0.342,0.492,735
680776,676962,L,R,,ball,0.285,0.342,0.492,735
680776,681432,L,L,,ball,0.285,0.342,0.492,735
680776,684007,L,L,field_out,hit_into_play,0.285,0.342,0.492,735
680776,684007,L,L,,called_strike,0.285,0.342,0.492,735
680776,684007,L,L,,ball,0.285,0.342,0.492,735
680776,684007,L,L,field_out,hit_into_play,0.285,0.342,0.492,735
680776,624522,L,R,strikeout,swinging_strike_blocked,0.285,0.342,0.492,735
680776,624522,L,R,,blocked_ball,0.285,0.342,0.492,735
680776,624522,L,R,,foul,0.285,0.342,0.492,735
680776,624522,L,R,,foul,0.285,0.342,0.492,735
680776,684007,L,L,field_out,hit_into_play,0.285,0.342,0.492,735
680776,684007,L,L,,ball,0.285,0.342,0.492,735
680776,684007,L,L,,foul,0.285,0.342,0.492,735
680776,663474,L,R,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,663474,L,R,,ball,0.285,0.342,0.492,735
680776,663474,L,R,,foul,0.285,0.342,0.492,735
680776,663474,L,R,,foul,0.285,0.342,0.492,735
680776,663474,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,663474,L,R,strikeout,swinging_strike_blocked,0.285,0.342,0.492,735
680776,663474,L,R,,foul,0.285,0.342,0.492,735
680776,663474,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,683769,L,R,single,hit_into_play,0.285,0.342,0.492,735
680776,663474,L,R,strikeout,called_strike,0.285,0.342,0.492,735
680776,683769,L,R,,ball,0.285,0.342,0.492,735
680776,683769,L,R,,foul,0.285,0.342,0.492,735
680776,663474,L,R,,ball,0.285,0.342,0.492,735
680776,663474,L,R,,foul,0.285,0.342,0.492,735
680776,683769,L,R,,foul,0.285,0.342,0.492,735
680776,683769,L,R,,foul,0.285,0.342,0.492,735
680776,663474,L,R,,ball,0.285,0.342,0.492,735
680776,683769,L,R,,called_strike,0.285,0.342,0.492,735
680776,663474,L,R,,called_strike,0.285,0.342,0.492,735
680776,661403,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,683769,L,R,,ball,0.285,0.342,0.492,735
680776,663474,L,R,,ball,0.285,0.342,0.492,735
680776,471911,L,R,strikeout,called_strike,0.285,0.342,0.492,735
680776,471911,L,R,,ball,0.285,0.342,0.492,735
680776,471911,L,R,,foul,0.285,0.342,0.492,735
680776,471911,L,R,,foul,0.285,0.342,0.492,735
680776,471911,L,R,,ball,0.285,0.342,0.492,735
680776,471911,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,471911,L,R,,blocked_ball,0.285,0.342,0.492,735
680776,471911,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,471911,L,R,,foul,0.285,0.342,0.492,735
680776,471911,L,R,,ball,0.285,0.342,0.492,735
680776,658648,L,R,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,658648,L,R,,foul,0.285,0.342,0.492,735
680776,658648,L,R,,foul,0.285,0.342,0.492,735
680776,658648,L,R,,ball,0.285,0.342,0.492,735
680776,595881,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,595881,L,R,,foul,0.285,0.342,0.492,735
680776,595881,L,R,,called_strike,0.285,0.342,0.492,735
680776,471911,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,471911,L,R,,ball,0.285,0.342,0.492,735
680776,471911,L,R,,ball,0.285,0.342,0.492,735
680776,471911,L,R,,foul,0.285,0.342,0.492,735
680776,471911,L,R,,ball,0.285,0.342,0.492,735
680776,594902,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,594902,L,R,,ball,0.285,0.342,0.492,735
680776,594902,L,R,,called_strike,0.285,0.342,0.492,735
680776,594902,L,R,,called_strike,0.285,0.342,0.492,735
680776,594902,L,R,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,594902,L,R,,foul,0.285,0.342,0.492,735
680776,594902,L,R,,called_strike,0.285,0.342,0.492,735
680776,594902,L,R,,foul,0.285,0.342,0.492,735
680776,594902,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,594902,L,R,,ball,0.285,0.342,0.492,735
680776,594902,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,594902,L,R,,ball,0.285,0.342,0.492,735
680776,594902,L,R,,ball,0.285,0.342,0.492,735
680776,594902,L,R,,foul,0.285,0.342,0.492,735
680776,661403,L,R,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,661403,L,R,,foul,0.285,0.342,0.492,735
680776,661403,L,R,,foul,0.285,0.342,0.492,735
680776,661403,L,R,,foul,0.285,0.342,0.492,735
680776,661403,L,R,,called_strike,0.285,0.342,0.492,735
680776,527048,L,L,walk,ball,0.285,0.342,0.492,735
680776,527048,L,L,,foul,0.285,0.342,0.492,735
680776,527048,L,L,,ball,0.285,0.342,0.492,735
680776,527048,L,L,,foul_tip,0.285,0.342,0.492,735
680776,527048,L,L,,foul,0.285,0.342,0.492,735
680776,527048,L,L,,ball,0.285,0.342,0.492,735
680776,527048,L,L,,ball,0.285,0.342,0.492,735
680776,527048,L,L,single,hit_into_play,0.285,0.342,0.492,735
680776,527048,L,L,,ball,0.285,0.342,0.492,735
680776,527048,L,L,,foul,0.285,0.342,0.492,735
680776,527048,L,L,,ball,0.285,0.342,0.492,735
680776,656924,L,R,strikeout,swinging_strike_blocked,0.285,0.342,0.492,735
680776,656924,L,R,,foul_tip,0.285,0.342,0.492,735
680776,656924,L,R,,foul,0.285,0.342,0.492,735
680776,656924,L,R,,ball,0.285,0.342,0.492,735
680776,656924,L,R,,ball,0.285,0.342,0.492,735
680776,527048,L,L,strikeout,called_strike,0.285,0.342,0.492,735
680776,527048,L,L,,foul,0.285,0.342,0.492,735
680776,547973,L,L,walk,ball,0.285,0.342,0.492,735
680776,527048,L,L,,ball,0.285,0.342,0.492,735
680776,547973,L,L,,ball,0.285,0.342,0.492,735
680776,527048,L,L,,called_strike,0.285,0.342,0.492,735
680776,547973,L,L,,foul,0.285,0.342,0.492,735
680776,547973,L,L,,foul,0.285,0.342,0.492,735
680776,547973,L,L,,foul,0.285,0.342,0.492,735
680776,547973,L,L,,ball,0.285,0.342,0.492,735
680776,547973,L,L,,foul,0.285,0.342,0.492,735
680776,547973,L,L,,foul,0.285,0.342,0.492,735
680776,547973,L,L,,ball,0.285,0.342,0.492,735
680776,656605,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,656605,L,R,,ball,0.285,0.342,0.492,735
680776,656605,L,R,,called_strike,0.285,0.342,0.492,735
680776,656605,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,656605,L,R,,called_strike,0.285,0.342,0.492,735
680776,656605,L,R,,called_strike,0.285,0.342,0.492,735
680776,656605,L,R,,ball,0.285,0.342,0.492,735
680776,682847,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,682847,L,R,,foul,0.285,0.342,0.492,735
680776,670059,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,682847,L,R,,ball,0.285,0.342,0.492,735
680776,670059,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,682847,L,R,,called_strike,0.285,0.342,0.492,735
680776,656605,L,R,triple,hit_into_play,0.285,0.342,0.492,735
680776,656605,L,R,,called_strike,0.285,0.342,0.492,735
680776,656605,L,R,,ball,0.285,0.342,0.492,735
680776,656605,L,R,,ball,0.285,0.342,0.492,735
680776,682990,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,682990,L,R,,swinging_strike,0.285,0.342,0.492,735
680776,682990,L,R,,ball,0.285,0.342,0.492,735
680776,682990,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,682990,L,R,,blocked_ball,0.285,0.342,0.492,735
680776,682990,L,R,,foul,0.285,0.342,0.492,735
680776,682990,L,R,,ball,0.285,0.342,0.492,735
680776,676702,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,672710,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,676702,L,R,,ball,0.285,0.342,0.492,735
680776,672710,L,R,,ball,0.285,0.342,0.492,735
680776,672710,L,R,,ball,0.285,0.342,0.492,735
680776,672710,L,R,,called_strike,0.285,0.342,0.492,735
680776,672710,L,R,,called_strike,0.285,0.342,0.492,735
680776,682990,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
680776,471911,L,R,strikeout,swinging_strike,0.285,0.342,0.492,735
680776,471911,L,R,,foul,0.285,0.342,0.492,735
680776,471911,L,R,,called_strike,0.285,0.342,0.492,735
680776,471911,L,R,field_error,hit_into_play,0.285,0.342,0.492,735
680776,671922,L,R,triple,hit_into_play,0.285,0.342,0.492,735
680776,661403,L,R,field_out,hit_into_play,0.285,0.342,0.492,735
