mlbID,ERA,WHIP,SO9,SO/W,HR,BB,H,IP,BAbip
642121,2.76,1.102,8.3,1.67,1,9,9,16.1,0.2
608718,3.15,1.142,6.9,4.17,10,12,63,65.2,0.272
657024,4.93,1.278,8.7,2.64,10,14,35,38.1,0.245
592791,3.27,1.131,6.8,3.79,21,33,154,165.1,0.271
622253,4.66,1.473,6.6,2.25,2,12,42,36.2,0.336
700187,3.72,1.138,11.6,3.57,4,7,15,19.1,0.244
527054,13.5,3.0,10.1,1.5,1,2,6,2.2,0.5
642133,6.75,2.25,0.0,0.0,0,1,5,2.2,0.417
678906,9.82,2.091,5.7,0.88,2,8,15,11.0,0.351
573204,5.32,1.563,10.1,2.21,6,24,50,47.1,0.333
624522,2.67,1.22,10.7,2.0,3,18,19,30.1,0.232
657044,3.26,1.191,7.1,3.47,5,15,64,66.1,0.3
668868,9.53,1.882,10.6,2.5,6,8,24,17.0,0.375
663423,3.61,1.134,9.6,4.05,8,19,63,72.1,0.302
689672,5.48,1.263,5.1,1.19,8,21,35,44.1,0.202
622786,3.32,0.959,9.3,3.5,3,12,27,40.2,0.235
543859,3.63,1.261,9.6,2.83,6,30,70,79.1,0.303
623437,0.0,0.429,7.7,,0,0,1,2.1,0.167
620443,0.0,0.0,0.0,,0,0,0,0.1,0.0
657053,7.43,2.304,10.2,1.44,3,18,35,23.0,0.464
595014,1.79,0.974,10.7,4.62,5,13,36,50.1,0.258
624431,13.5,3.5,0.0,0.0,0,2,5,2.0,0.455
657061,0.0,2.0,0.0,0.0,0,1,1,1.0,0.333
605513,2.65,1.049,9.6,2.9,6,20,37,54.1,0.233
667725,5.4,1.737,7.1,1.39,4,18,37,31.2,0.351
670955,1.51,0.816,12.3,7.13,2,8,26,41.2,0.267
570632,3.8,1.321,5.8,1.79,13,39,105,109.0,0.275
682842,6.91,1.884,8.8,1.17,1,12,15,14.1,0.359
683822,2.25,1.0,6.8,1.5,0,2,2,4.0,0.182
664285,2.99,1.129,8.6,3.02,13,57,147,180.2,0.283
676568,6.75,0.75,2.3,,0,0,3,4.0,0.214
545121,4.5,1.5,0.0,,1,0,3,2.0,0.286
681402,3.46,1.462,9.3,3.38,2,8,30,26.0,0.368
686973,7.61,1.691,8.9,3.06,12,16,68,49.2,0.359
681190,4.87,1.51,5.7,2.14,13,29,119,98.0,0.333
685107,3.38,1.425,9.5,4.67,1,3,16,13.1,0.385
434378,5.48,1.384,7.4,2.74,15,27,98,90.1,0.303
681911,1.58,0.966,11.7,2.7,7,33,33,68.1,0.194
663989,2.92,1.054,6.6,3.0,1,3,10,12.1,0.25
676684,2.71,1.074,8.5,4.0,3,18,64,76.1,0.286
600986,5.21,1.658,9.2,1.5,8,26,37,38.0,0.284
681871,2.08,1.154,6.2,1.5,1,2,3,4.1,0.167
670241,8.56,1.829,5.9,2.25,4,4,21,13.2,0.354
680767,4.28,1.48,7.9,1.76,7,37,72,73.2,0.311
608723,3.69,1.049,9.0,3.39,9,18,46,61.0,0.237
608379,3.44,1.215,7.7,3.06,18,49,164,175.1,0.295
621097,5.4,2.3,9.9,1.1,1,10,13,10.0,0.414
694462,16.71,2.429,3.9,0.38,3,8,9,7.0,0.286
663362,4.91,1.261,8.2,3.33,21,40,145,146.2,0.297
677020,5.11,1.541,8.0,1.83,1,6,13,12.1,0.324
676254,1.91,0.85,11.1,5.5,5,18,50,80.0,0.256
592836,7.1,1.721,6.2,1.57,24,37,107,83.2,0.321
670242,0.0,1.5,0.0,,0,0,2,1.1,0.333
686796,4.42,1.418,8.8,1.8,4,10,16,18.1,0.25
689958,0.82,0.818,7.4,1.29,0,7,2,11.0,0.077
622268,0.0,2.0,0.0,,0,0,2,1.0,0.4
681806,6.75,1.5,20.3,3.0,1,1,1,1.1,0.0
681810,1.69,1.313,5.9,1.4,1,5,9,10.2,0.276
701542,10.32,1.897,11.5,2.9,5,10,33,22.2,0.438
677960,3.63,1.177,8.3,3.33,11,24,78,86.2,0.277
596133,2.77,0.901,11.1,4.15,11,27,55,91.0,0.219
657097,2.98,1.186,9.4,2.14,4,28,40,57.1,0.245
657277,3.47,1.231,7.6,3.44,11,50,202,204.2,0.316
607179,6.7,1.752,7.6,1.46,7,24,49,41.2,0.328
669711,3.13,1.342,8.2,2.9,7,20,65,63.1,0.328
669330,5.87,1.37,7.6,4.33,3,3,18,15.1,0.313
666214,4.68,1.47,9.8,2.21,8,33,66,67.1,0.314
669713,3.86,1.138,8.9,3.19,12,21,56,67.2,0.243
554430,2.48,0.947,10.1,4.16,20,56,140,207.0,0.243
669952,7.23,1.648,4.9,1.0,4,13,26,23.2,0.286
669391,24.0,3.333,0.0,0.0,1,1,9,3.0,0.5
666215,0.0,2.4,13.5,1.67,0,3,5,3.1,0.455
676477,1.96,1.146,8.3,2.43,1,7,14,18.1,0.271
696136,5.48,1.63,8.2,2.1,9,20,55,46.0,0.333
642207,2.7,1.071,15.0,3.25,2,12,13,23.1,0.262
668909,4.86,1.368,9.4,2.47,7,32,72,76.0,0.31
663897,4.5,1.5,0.0,0.0,0,1,5,4.0,0.294
592866,2.03,1.035,8.0,3.28,3,18,51,66.2,0.267
682227,3.77,1.047,7.5,2.4,4,5,10,14.1,0.167
686294,18.0,2.0,9.0,,1,0,2,1.0,0.333
669060,4.04,1.271,7.1,2.65,20,31,102,104.2,0.27
458677,5.59,1.457,9.8,3.92,10,13,55,46.2,0.338
621051,5.71,1.587,8.8,1.31,8,26,29,34.2,0.236
642215,0.0,1.0,0.0,,0,0,1,1.0,0.25
642216,15.26,2.348,4.7,1.0,3,4,14,7.2,0.367
670174,4.2,1.427,7.2,2.31,10,26,81,75.0,0.31
680739,3.0,0.889,10.0,10.0,0,1,7,9.0,0.28
622259,9.72,2.04,6.5,1.5,2,4,13,8.1,0.379
668390,7.79,1.269,7.3,3.5,2,4,18,17.1,0.296
676775,7.16,1.374,7.8,2.4,9,20,56,55.1,0.301
621550,0.0,6.0,0.0,0.0,0,1,1,0.1,0.5
693433,2.89,0.898,7.5,7.77,14,13,96,121.1,0.241
622072,5.26,1.78,7.6,1.74,6,19,51,39.1,0.372
663765,7.97,1.629,6.7,2.89,6,9,48,35.0,0.342
680573,4.17,1.294,7.9,2.44,16,48,125,133.2,0.285
680736,5.7,1.376,6.4,1.63,9,16,34,36.1,0.245
808967,2.78,1.083,9.8,4.42,8,24,81,97.0,0.289
642232,3.36,1.025,5.8,2.07,11,29,67,93.2,0.215
573262,18.0,5.0,0.0,0.0,0,3,2,1.0,0.4
489446,1.17,0.827,12.4,3.04,3,28,23,61.2,0.17
622065,2.87,1.404,8.6,2.14,2,7,15,15.2,0.296
664849,4.38,1.231,11.1,2.53,3,19,29,39.0,0.286
642239,1.17,0.652,5.9,5.0,0,1,4,7.2,0.191
666171,2.12,0.765,9.5,3.0,0,6,7,17.0,0.184
672582,3.75,1.439,8.4,2.45,6,22,61,57.2,0.324
676604,2.7,1.5,10.8,2.0,1,2,3,3.1,0.25
691172,4.96,1.347,11.0,2.86,2,7,15,16.1,0.333
670871,5.09,1.359,6.1,1.5,5,8,16,17.2,0.22
