batter,pitcher,stand,p_throws,events,description,player_AVG,player_OBP,player_SLG,player_PA,mlbID,ERA,WHIP,SO9,SO/W,HR,BB,H,IP,BAbip
677800,606930,L,R,,called_strike,0.253,0.322,0.459,447,606930,4.36,1.318,7.5,2.75,10,20,67,66.0,0.297
677800,519242,L,L,strikeout,swinging_strike,0.253,0.322,0.459,447,519242,2.38,1.013,11.4,5.77,9,39,141,177.2,0.315
677800,519242,L,L,,foul_tip,0.253,0.322,0.459,447,519242,2.38,1.013,11.4,5.77,9,39,141,177.2,0.315
677800,519242,L,L,,foul,0.253,0.322,0.459,447,519242,2.38,1.013,11.4,5.77,9,39,141,177.2,0.315
677800,519242,L,L,strikeout,swinging_strike,0.253,0.322,0.459,447,519242,2.38,1.013,11.4,5.77,9,39,141,177.2,0.315
677800,519242,L,L,,called_strike,0.253,0.322,0.459,447,519242,2.38,1.013,11.4,5.77,9,39,141,177.2,0.315
677800,519242,L,L,,ball,0.253,0.322,0.459,447,519242,2.38,1.013,11.4,5.77,9,39,141,177.2,0.315
677800,519242,L,L,,ball,0.253,0.322,0.459,447,519242,2.38,1.013,11.4,5.77,9,39,141,177.2,0.315
677800,519242,L,L,,called_strike,0.253,0.322,0.459,447,519242,2.38,1.013,11.4,5.77,9,39,141,177.2,0.315
677800,678061,L,L,field_out,hit_into_play,0.253,0.322,0.459,447,678061,5.64,1.612,10.9,3.86,4,7,29,22.1,0.403
677800,678061,L,L,,foul,0.253,0.322,0.459,447,678061,5.64,1.612,10.9,3.86,4,7,29,22.1,0.403
677800,678061,L,L,,ball,0.253,0.322,0.459,447,678061,5.64,1.612,10.9,3.86,4,7,29,22.1,0.403
677800,669276,L,L,strikeout,swinging_strike,0.253,0.322,0.459,447,669276,2.05,1.092,11.2,4.47,7,17,50,61.1,0.297
677800,669276,L,L,,ball,0.253,0.322,0.459,447,669276,2.05,1.092,11.2,4.47,7,17,50,61.1,0.297
677800,669276,L,L,,swinging_strike,0.253,0.322,0.459,447,669276,2.05,1.092,11.2,4.47,7,17,50,61.1,0.297
677800,669276,L,L,,called_strike,0.253,0.322,0.459,447,669276,2.05,1.092,11.2,4.47,7,17,50,61.1,0.297
677800,625643,L,R,walk,ball,0.253,0.322,0.459,447,625643,1.99,1.106,9.8,3.52,10,42,108,135.2,0.288
677800,625643,L,R,,called_strike,0.253,0.322,0.459,447,625643,1.99,1.106,9.8,3.52,10,42,108,135.2,0.288
677800,625643,L,R,,ball,0.253,0.322,0.459,447,625643,1.99,1.106,9.8,3.52,10,42,108,135.2,0.288
677800,625643,L,R,,ball,0.253,0.322,0.459,447,625643,1.99,1.106,9.8,3.52,10,42,108,135.2,0.288
677800,625643,L,R,,ball,0.253,0.322,0.459,447,625643,1.99,1.106,9.8,3.52,10,42,108,135.2,0.288
677800,625643,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,625643,1.99,1.106,9.8,3.52,10,42,108,135.2,0.288
677800,625643,L,R,,called_strike,0.253,0.322,0.459,447,625643,1.99,1.106,9.8,3.52,10,42,108,135.2,0.288
677800,625643,L,R,walk,ball,0.253,0.322,0.459,447,625643,1.99,1.106,9.8,3.52,10,42,108,135.2,0.288
677800,625643,L,R,,ball,0.253,0.322,0.459,447,625643,1.99,1.106,9.8,3.52,10,42,108,135.2,0.288
677800,625643,L,R,,blocked_ball,0.253,0.322,0.459,447,625643,1.99,1.106,9.8,3.52,10,42,108,135.2,0.288
677800,625643,L,R,,called_strike,0.253,0.322,0.459,447,625643,1.99,1.106,9.8,3.52,10,42,108,135.2,0.288
677800,625643,L,R,,ball,0.253,0.322,0.459,447,625643,1.99,1.106,9.8,3.52,10,42,108,135.2,0.288
677800,625643,L,R,,called_strike,0.253,0.322,0.459,447,625643,1.99,1.106,9.8,3.52,10,42,108,135.2,0.288
677800,445926,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,445926,3.03,1.209,7.7,2.95,10,19,60,65.1,0.273
677800,628452,L,R,strikeout,swinging_strike,0.253,0.322,0.459,447,628452,1.95,0.736,8.8,5.23,4,13,38,69.1,0.202
677800,628452,L,R,,ball,0.253,0.322,0.459,447,628452,1.95,0.736,8.8,5.23,4,13,38,69.1,0.202
677800,628452,L,R,,foul,0.253,0.322,0.459,447,628452,1.95,0.736,8.8,5.23,4,13,38,69.1,0.202
677800,628452,L,R,,ball,0.253,0.322,0.459,447,628452,1.95,0.736,8.8,5.23,4,13,38,69.1,0.202
677800,628452,L,R,,called_strike,0.253,0.322,0.459,447,628452,1.95,0.736,8.8,5.23,4,13,38,69.1,0.202
677800,657746,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,foul,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,called_strike,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,ball,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,ball,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,ball,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,foul,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,blocked_ball,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,ball,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,ball,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,foul,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,foul,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,called_strike,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,681892,L,L,walk,ball,0.253,0.322,0.459,447,681892,6.49,1.615,8.3,2.13,4,15,41,34.2,0.356
677800,681892,L,L,,foul,0.253,0.322,0.459,447,681892,6.49,1.615,8.3,2.13,4,15,41,34.2,0.356
677800,543351,L,R,walk,ball,0.253,0.322,0.459,447,543351,7.52,1.405,9.9,3.22,7,9,28,26.1,0.304
677800,543351,L,R,,foul,0.253,0.322,0.459,447,543351,7.52,1.405,9.9,3.22,7,9,28,26.1,0.304
677800,681892,L,L,,ball,0.253,0.322,0.459,447,681892,6.49,1.615,8.3,2.13,4,15,41,34.2,0.356
677800,543351,L,R,,foul,0.253,0.322,0.459,447,543351,7.52,1.405,9.9,3.22,7,9,28,26.1,0.304
677800,681892,L,L,,foul,0.253,0.322,0.459,447,681892,6.49,1.615,8.3,2.13,4,15,41,34.2,0.356
677800,543351,L,R,,foul,0.253,0.322,0.459,447,543351,7.52,1.405,9.9,3.22,7,9,28,26.1,0.304
677800,681892,L,L,,called_strike,0.253,0.322,0.459,447,681892,6.49,1.615,8.3,2.13,4,15,41,34.2,0.356
677800,681892,L,L,,ball,0.253,0.322,0.459,447,681892,6.49,1.615,8.3,2.13,4,15,41,34.2,0.356
677800,543351,L,R,,ball,0.253,0.322,0.459,447,543351,7.52,1.405,9.9,3.22,7,9,28,26.1,0.304
677800,681892,L,L,,ball,0.253,0.322,0.459,447,681892,6.49,1.615,8.3,2.13,4,15,41,34.2,0.356
677800,543351,L,R,,ball,0.253,0.322,0.459,447,543351,7.52,1.405,9.9,3.22,7,9,28,26.1,0.304
677800,543351,L,R,,ball,0.253,0.322,0.459,447,543351,7.52,1.405,9.9,3.22,7,9,28,26.1,0.304
677800,543351,L,R,,called_strike,0.253,0.322,0.459,447,543351,7.52,1.405,9.9,3.22,7,9,28,26.1,0.304
677800,657746,L,R,strikeout,swinging_strike,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,ball,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,called_strike,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,ball,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,foul,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,657746,L,R,,ball,0.253,0.322,0.459,447,657746,3.6,0.985,9.8,6.39,19,23,110,135.0,0.265
677800,641154,L,R,strikeout,swinging_strike,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,ball,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,foul,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,called_strike,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,ball,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,called_strike,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,strikeout,swinging_strike,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,foul_tip,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,foul,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,single,hit_into_play,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,foul,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,ball,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,foul,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,foul,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,ball,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,ball,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,foul,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,called_strike,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,641154,L,R,,swinging_strike,0.253,0.322,0.459,447,641154,4.08,1.192,9.6,4.83,26,41,180,185.1,0.311
677800,661395,L,R,single,hit_into_play,0.253,0.322,0.459,447,661395,3.64,1.16,10.9,4.4,4,15,48,54.1,0.326
677800,661395,L,R,,ball,0.253,0.322,0.459,447,661395,3.64,1.16,10.9,4.4,4,15,48,54.1,0.326
677800,661395,L,R,,ball,0.253,0.322,0.459,447,661395,3.64,1.16,10.9,4.4,4,15,48,54.1,0.326
677800,661395,L,R,,called_strike,0.253,0.322,0.459,447,661395,3.64,1.16,10.9,4.4,4,15,48,54.1,0.326
677800,663978,L,R,strikeout,foul_tip,0.253,0.322,0.459,447,663978,4.99,1.393,8.0,3.76,14,21,102,88.1,0.327
677800,663978,L,R,,swinging_strike,0.253,0.322,0.459,447,663978,4.99,1.393,8.0,3.76,14,21,102,88.1,0.327
677800,663978,L,R,,called_strike,0.253,0.322,0.459,447,663978,4.99,1.393,8.0,3.76,14,21,102,88.1,0.327
677800,663978,L,R,,ball,0.253,0.322,0.459,447,663978,4.99,1.393,8.0,3.76,14,21,102,88.1,0.327
677800,663978,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,663978,4.99,1.393,8.0,3.76,14,21,102,88.1,0.327
677800,663978,L,R,,ball,0.253,0.322,0.459,447,663978,4.99,1.393,8.0,3.76,14,21,102,88.1,0.327
677800,663978,L,R,,swinging_strike,0.253,0.322,0.459,447,663978,4.99,1.393,8.0,3.76,14,21,102,88.1,0.327
677800,663978,L,R,,called_strike,0.253,0.322,0.459,447,663978,4.99,1.393,8.0,3.76,14,21,102,88.1,0.327
677800,661395,L,R,strikeout,foul_tip,0.253,0.322,0.459,447,661395,3.64,1.16,10.9,4.4,4,15,48,54.1,0.326
677800,661395,L,R,,foul_tip,0.253,0.322,0.459,447,661395,3.64,1.16,10.9,4.4,4,15,48,54.1,0.326
677800,643377,L,R,strikeout,swinging_strike,0.253,0.322,0.459,447,643377,2.03,0.873,12.0,6.33,4,15,47,71.0,0.272
677800,643377,L,R,,foul,0.253,0.322,0.459,447,643377,2.03,0.873,12.0,6.33,4,15,47,71.0,0.272
677800,661395,L,R,,ball,0.253,0.322,0.459,447,661395,3.64,1.16,10.9,4.4,4,15,48,54.1,0.326
677800,661395,L,R,,called_strike,0.253,0.322,0.459,447,661395,3.64,1.16,10.9,4.4,4,15,48,54.1,0.326
677800,643377,L,R,,called_strike,0.253,0.322,0.459,447,643377,2.03,0.873,12.0,6.33,4,15,47,71.0,0.272
677800,643377,L,R,,ball,0.253,0.322,0.459,447,643377,2.03,0.873,12.0,6.33,4,15,47,71.0,0.272
677800,661395,L,R,,ball,0.253,0.322,0.459,447,661395,3.64,1.16,10.9,4.4,4,15,48,54.1,0.326
677800,643511,L,R,strikeout,foul_tip,0.253,0.322,0.459,447,643511,2.82,1.038,6.5,8.5,7,6,67,70.1,0.277
677800,643511,L,R,,foul,0.253,0.322,0.459,447,643511,2.82,1.038,6.5,8.5,7,6,67,70.1,0.277
677800,643511,L,R,,foul,0.253,0.322,0.459,447,643511,2.82,1.038,6.5,8.5,7,6,67,70.1,0.277
677800,643511,L,R,,called_strike,0.253,0.322,0.459,447,643511,2.82,1.038,6.5,8.5,7,6,67,70.1,0.277
677800,641726,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,641726,9.82,1.909,7.4,3.0,4,4,24,14.2,0.385
677800,641726,L,R,,called_strike,0.253,0.322,0.459,447,641726,9.82,1.909,7.4,3.0,4,4,24,14.2,0.385
677800,573124,L,L,field_out,hit_into_play,0.253,0.322,0.459,447,573124,2.4,1.25,9.6,2.91,7,22,53,60.0,0.299
677800,573124,L,L,,foul,0.253,0.322,0.459,447,573124,2.4,1.25,9.6,2.91,7,22,53,60.0,0.299
677800,573124,L,L,,ball,0.253,0.322,0.459,447,573124,2.4,1.25,9.6,2.91,7,22,53,60.0,0.299
677800,669952,L,R,single,hit_into_play,0.253,0.322,0.459,447,669952,7.23,1.648,4.9,1.0,4,13,26,23.2,0.286
677800,669952,L,R,,called_strike,0.253,0.322,0.459,447,669952,7.23,1.648,4.9,1.0,4,13,26,23.2,0.286
677800,669952,L,R,,ball,0.253,0.322,0.459,447,669952,7.23,1.648,4.9,1.0,4,13,26,23.2,0.286
677800,641726,L,R,walk,blocked_ball,0.253,0.322,0.459,447,641726,9.82,1.909,7.4,3.0,4,4,24,14.2,0.385
677800,641726,L,R,,ball,0.253,0.322,0.459,447,641726,9.82,1.909,7.4,3.0,4,4,24,14.2,0.385
677800,641726,L,R,,called_strike,0.253,0.322,0.459,447,641726,9.82,1.909,7.4,3.0,4,4,24,14.2,0.385
677800,641726,L,R,,ball,0.253,0.322,0.459,447,641726,9.82,1.909,7.4,3.0,4,4,24,14.2,0.385
677800,641726,L,R,,ball,0.253,0.322,0.459,447,641726,9.82,1.909,7.4,3.0,4,4,24,14.2,0.385
677800,657277,L,R,triple,hit_into_play,0.253,0.322,0.459,447,657277,3.47,1.231,7.6,3.44,11,50,202,204.2,0.316
677800,657277,L,R,,ball,0.253,0.322,0.459,447,657277,3.47,1.231,7.6,3.44,11,50,202,204.2,0.316
677800,657277,L,R,double,hit_into_play,0.253,0.322,0.459,447,657277,3.47,1.231,7.6,3.44,11,50,202,204.2,0.316
677800,657277,L,R,,called_strike,0.253,0.322,0.459,447,657277,3.47,1.231,7.6,3.44,11,50,202,204.2,0.316
677800,694738,L,R,single,hit_into_play,0.253,0.322,0.459,447,694738,3.58,1.371,8.4,1.81,2,26,43,50.1,0.291
677800,694738,L,R,,ball,0.253,0.322,0.459,447,694738,3.58,1.371,8.4,1.81,2,26,43,50.1,0.291
677800,694738,L,R,,called_strike,0.253,0.322,0.459,447,694738,3.58,1.371,8.4,1.81,2,26,43,50.1,0.291
677800,694738,L,R,,called_strike,0.253,0.322,0.459,447,694738,3.58,1.371,8.4,1.81,2,26,43,50.1,0.291
677800,573124,L,L,strikeout,swinging_strike,0.253,0.322,0.459,447,573124,2.4,1.25,9.6,2.91,7,22,53,60.0,0.299
677800,573124,L,L,,swinging_strike,0.253,0.322,0.459,447,573124,2.4,1.25,9.6,2.91,7,22,53,60.0,0.299
677800,573124,L,L,,foul_tip,0.253,0.322,0.459,447,573124,2.4,1.25,9.6,2.91,7,22,53,60.0,0.299
677800,657277,L,R,walk,ball,0.253,0.322,0.459,447,657277,3.47,1.231,7.6,3.44,11,50,202,204.2,0.316
677800,573124,L,L,,ball,0.253,0.322,0.459,447,573124,2.4,1.25,9.6,2.91,7,22,53,60.0,0.299
677800,657277,L,R,,blocked_ball,0.253,0.322,0.459,447,657277,3.47,1.231,7.6,3.44,11,50,202,204.2,0.316
677800,657277,L,R,,ball,0.253,0.322,0.459,447,657277,3.47,1.231,7.6,3.44,11,50,202,204.2,0.316
677800,657277,L,R,,blocked_ball,0.253,0.322,0.459,447,657277,3.47,1.231,7.6,3.44,11,50,202,204.2,0.316
677800,669713,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,669713,3.86,1.138,8.9,3.19,12,21,56,67.2,0.243
677800,669713,L,R,,foul,0.253,0.322,0.459,447,669713,3.86,1.138,8.9,3.19,12,21,56,67.2,0.243
677800,669713,L,R,,foul,0.253,0.322,0.459,447,669713,3.86,1.138,8.9,3.19,12,21,56,67.2,0.243
677800,669713,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,669713,3.86,1.138,8.9,3.19,12,21,56,67.2,0.243
677800,669713,L,R,,foul,0.253,0.322,0.459,447,669713,3.86,1.138,8.9,3.19,12,21,56,67.2,0.243
677800,663992,L,L,field_out,hit_into_play,0.253,0.322,0.459,447,663992,4.46,1.311,6.8,2.36,3,11,34,34.1,0.298
677800,694037,L,R,strikeout,swinging_strike,0.253,0.322,0.459,447,694037,6.14,1.773,9.8,1.33,0,12,14,14.2,0.35
677800,694037,L,R,,ball,0.253,0.322,0.459,447,694037,6.14,1.773,9.8,1.33,0,12,14,14.2,0.35
677800,694037,L,R,,ball,0.253,0.322,0.459,447,694037,6.14,1.773,9.8,1.33,0,12,14,14.2,0.35
677800,694037,L,R,,swinging_strike,0.253,0.322,0.459,447,694037,6.14,1.773,9.8,1.33,0,12,14,14.2,0.35
677800,694037,L,R,,called_strike,0.253,0.322,0.459,447,694037,6.14,1.773,9.8,1.33,0,12,14,14.2,0.35
677800,676962,L,R,strikeout,foul_tip,0.253,0.322,0.459,447,676962,3.58,1.084,10.4,3.37,5,19,41,55.1,0.273
677800,676962,L,R,,foul,0.253,0.322,0.459,447,676962,3.58,1.084,10.4,3.37,5,19,41,55.1,0.273
677800,676962,L,R,,foul,0.253,0.322,0.459,447,676962,3.58,1.084,10.4,3.37,5,19,41,55.1,0.273
677800,676962,L,R,,ball,0.253,0.322,0.459,447,676962,3.58,1.084,10.4,3.37,5,19,41,55.1,0.273
677800,676962,L,R,,ball,0.253,0.322,0.459,447,676962,3.58,1.084,10.4,3.37,5,19,41,55.1,0.273
677800,676962,L,R,,ball,0.253,0.322,0.459,447,676962,3.58,1.084,10.4,3.37,5,19,41,55.1,0.273
677800,676962,L,R,,called_strike,0.253,0.322,0.459,447,676962,3.58,1.084,10.4,3.37,5,19,41,55.1,0.273
677800,605155,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,605155,5.66,1.597,9.6,2.44,1,9,24,20.2,0.371
677800,676962,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,676962,3.58,1.084,10.4,3.37,5,19,41,55.1,0.273
677800,605155,L,R,,ball,0.253,0.322,0.459,447,605155,5.66,1.597,9.6,2.44,1,9,24,20.2,0.371
677800,676962,L,R,,foul_tip,0.253,0.322,0.459,447,676962,3.58,1.084,10.4,3.37,5,19,41,55.1,0.273
677800,605155,L,R,,foul,0.253,0.322,0.459,447,605155,5.66,1.597,9.6,2.44,1,9,24,20.2,0.371
677800,676962,L,R,,ball,0.253,0.322,0.459,447,676962,3.58,1.084,10.4,3.37,5,19,41,55.1,0.273
677800,681432,L,L,single,hit_into_play,0.253,0.322,0.459,447,681432,3.46,1.269,9.7,1.56,1,18,15,26.0,0.241
677800,621550,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,621550,0.0,6.0,0.0,0.0,0,1,1,0.1,0.5
677800,681432,L,L,,ball,0.253,0.322,0.459,447,681432,3.46,1.269,9.7,1.56,1,18,15,26.0,0.241
677800,621550,L,R,,foul,0.253,0.322,0.459,447,621550,0.0,6.0,0.0,0.0,0,1,1,0.1,0.5
677800,681432,L,L,,swinging_strike_blocked,0.253,0.322,0.459,447,681432,3.46,1.269,9.7,1.56,1,18,15,26.0,0.241
677800,670223,L,R,single,hit_into_play,0.253,0.322,0.459,447,670223,81.0,10.5,0.0,,0,0,7,0.2,0.778
677800,621550,L,R,,ball,0.253,0.322,0.459,447,621550,0.0,6.0,0.0,0.0,0,1,1,0.1,0.5
677800,621550,L,R,,blocked_ball,0.253,0.322,0.459,447,621550,0.0,6.0,0.0,0.0,0,1,1,0.1,0.5
677800,621550,L,R,,foul,0.253,0.322,0.459,447,621550,0.0,6.0,0.0,0.0,0,1,1,0.1,0.5
677800,621550,L,R,,foul,0.253,0.322,0.459,447,621550,0.0,6.0,0.0,0.0,0,1,1,0.1,0.5
677800,621550,L,R,,foul,0.253,0.322,0.459,447,621550,0.0,6.0,0.0,0.0,0,1,1,0.1,0.5
677800,621550,L,R,,called_strike,0.253,0.322,0.459,447,621550,0.0,6.0,0.0,0.0,0,1,1,0.1,0.5
677800,663474,L,R,sac_fly,hit_into_play,0.253,0.322,0.459,447,663474,5.11,1.56,8.8,1.51,19,49,69,75.2,0.255
677800,663474,L,R,,ball,0.253,0.322,0.459,447,663474,5.11,1.56,8.8,1.51,19,49,69,75.2,0.255
677800,663474,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,663474,5.11,1.56,8.8,1.51,19,49,69,75.2,0.255
677800,682120,L,L,field_out,hit_into_play,0.253,0.322,0.459,447,682120,1.91,1.019,9.3,2.52,2,29,43,70.2,0.243
677800,682120,L,L,,ball,0.253,0.322,0.459,447,682120,1.91,1.019,9.3,2.52,2,29,43,70.2,0.243
677800,682120,L,L,,swinging_strike,0.253,0.322,0.459,447,682120,1.91,1.019,9.3,2.52,2,29,43,70.2,0.243
677800,682120,L,L,,blocked_ball,0.253,0.322,0.459,447,682120,1.91,1.019,9.3,2.52,2,29,43,70.2,0.243
677800,605130,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,605130,4.25,1.364,11.1,2.19,6,31,44,55.0,0.288
677800,605130,L,R,,foul,0.253,0.322,0.459,447,605130,4.25,1.364,11.1,2.19,6,31,44,55.0,0.288
677800,605130,L,R,,ball,0.253,0.322,0.459,447,605130,4.25,1.364,11.1,2.19,6,31,44,55.0,0.288
677800,605130,L,R,,called_strike,0.253,0.322,0.459,447,605130,4.25,1.364,11.1,2.19,6,31,44,55.0,0.288
677800,471911,L,R,single,hit_into_play,0.253,0.322,0.459,447,471911,5.64,1.399,7.7,2.7,19,33,112,103.2,0.31
677800,471911,L,R,,ball,0.253,0.322,0.459,447,471911,5.64,1.399,7.7,2.7,19,33,112,103.2,0.31
677800,471911,L,R,single,hit_into_play,0.253,0.322,0.459,447,471911,5.64,1.399,7.7,2.7,19,33,112,103.2,0.31
677800,471911,L,R,,swinging_strike,0.253,0.322,0.459,447,471911,5.64,1.399,7.7,2.7,19,33,112,103.2,0.31
677800,471911,L,R,,foul,0.253,0.322,0.459,447,471911,5.64,1.399,7.7,2.7,19,33,112,103.2,0.31
677800,471911,L,R,,ball,0.253,0.322,0.459,447,471911,5.64,1.399,7.7,2.7,19,33,112,103.2,0.31
677800,658648,L,R,double,hit_into_play,0.253,0.322,0.459,447,658648,3.68,1.272,8.7,2.31,8,36,73,85.2,0.284
677800,658648,L,R,,ball,0.253,0.322,0.459,447,658648,3.68,1.272,8.7,2.31,8,36,73,85.2,0.284
677800,658648,L,R,,ball,0.253,0.322,0.459,447,658648,3.68,1.272,8.7,2.31,8,36,73,85.2,0.284
677800,471911,L,R,double,hit_into_play,0.253,0.322,0.459,447,471911,5.64,1.399,7.7,2.7,19,33,112,103.2,0.31
677800,658648,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,658648,3.68,1.272,8.7,2.31,8,36,73,85.2,0.284
677800,658648,L,R,,foul,0.253,0.322,0.459,447,658648,3.68,1.272,8.7,2.31,8,36,73,85.2,0.284
677800,658648,L,R,,called_strike,0.253,0.322,0.459,447,658648,3.68,1.272,8.7,2.31,8,36,73,85.2,0.284
677800,594902,L,R,home_run,hit_into_play,0.253,0.322,0.459,447,594902,3.78,1.247,7.1,2.4,23,50,140,152.1,0.266
677800,594902,L,R,,ball,0.253,0.322,0.459,447,594902,3.78,1.247,7.1,2.4,23,50,140,152.1,0.266
677800,594902,L,R,,ball,0.253,0.322,0.459,447,594902,3.78,1.247,7.1,2.4,23,50,140,152.1,0.266
677800,594902,L,R,,swinging_strike,0.253,0.322,0.459,447,594902,3.78,1.247,7.1,2.4,23,50,140,152.1,0.266
677800,594902,L,R,,swinging_strike,0.253,0.322,0.459,447,594902,3.78,1.247,7.1,2.4,23,50,140,152.1,0.266
677800,594902,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,594902,3.78,1.247,7.1,2.4,23,50,140,152.1,0.266
677800,594902,L,R,,foul,0.253,0.322,0.459,447,594902,3.78,1.247,7.1,2.4,23,50,140,152.1,0.266
677800,594902,L,R,,ball,0.253,0.322,0.459,447,594902,3.78,1.247,7.1,2.4,23,50,140,152.1,0.266
677800,594902,L,R,,called_strike,0.253,0.322,0.459,447,594902,3.78,1.247,7.1,2.4,23,50,140,152.1,0.266
677800,594902,L,R,field_out,hit_into_play,0.253,0.322,0.459,447,594902,3.78,1.247,7.1,2.4,23,50,140,152.1,0.266
677800,594902,L,R,,ball,0.253,0.322,0.459,447,594902,3.78,1.247,7.1,2.4,23,50,140,152.1,0.266
677800,594902,L,R,,swinging_strike,0.253,0.322,0.459,447,594902,3.78,1.247,7.1,2.4,23,50,140,152.1,0.266
677800,594902,L,R,,foul,0.253,0.322,0.459,447,594902,3.78,1.247,7.1,2.4,23,50,140,152.1,0.266
677800,661403,L,R,strikeout,swinging_strike,0.253,0.322,0.459,447,661403,1.01,0.675,8.1,7.2,3,10,44,80.0,0.202
677800,661403,L,R,,swinging_strike,0.253,0.322,0.459,447,661403,1.01,0.675,8.1,7.2,3,10,44,80.0,0.202
677800,661403,L,R,,foul,0.253,0.322,0.459,447,661403,1.01,0.675,8.1,7.2,3,10,44,80.0,0.202
